image_name,tags
test_1223,agriculture partly_cloudy primary
test_1224,clear primary
test_1225,clear primary
test_1226,clear agriculture habitation primary road
test_1227,cloudy
test_1228,partly_cloudy primary
test_1229,partly_cloudy primary
test_1230,clear primary
test_1231,clear agriculture primary road
test_1232,clear primary
test_1233,clear primary
test_1234,clear primary
test_1235,clear primary
test_1236,partly_cloudy primary
test_1237,clear agriculture primary road
test_1238,primary haze
test_1239,water clear agriculture primary road
test_1240,clear primary
test_1241,agriculture partly_cloudy primary road
test_1242,primary haze
test_1243,clear primary
test_1244,clear primary
test_1245,cloudy
test_1246,partly_cloudy primary
test_1247,clear agriculture primary road
test_1248,clear primary
test_1249,clear primary
test_1250,clear agriculture habitation primary road
test_1251,clear primary
test_1252,clear agriculture primary
test_1253,clear agriculture primary road
test_1254,clear agriculture primary road
test_1255,clear agriculture primary
test_1256,primary
test_1257,clear primary
test_1258,clear agriculture primary
test_1259,agriculture partly_cloudy primary road
test_1260,clear primary
test_1261,clear primary
test_1262,clear primary
test_1263,clear cultivation agriculture primary
test_1264,clear primary
test_1265,partly_cloudy primary
test_1266,clear primary
test_1267,clear primary
test_1268,clear primary
test_1269,clear primary
test_1270,water clear agriculture primary
test_1271,clear primary
test_1272,partly_cloudy primary
test_1273,clear primary
test_1274,clear primary
test_1275,clear primary
test_1276,clear agriculture primary road
test_1277,water clear agriculture primary road
test_1278,partly_cloudy primary
test_1279,partly_cloudy primary
test_1280,clear agriculture primary road
test_1281,clear primary
test_1282,water artisinal_mine clear primary
test_1283,cloudy
test_1284,clear primary
test_1285,clear primary
test_1286,clear primary
test_1287,clear agriculture primary
test_1288,clear agriculture primary
test_1289,clear primary
test_1290,primary
test_1291,clear primary
test_1292,clear agriculture primary road
test_1293,clear cultivation primary
test_1294,agriculture partly_cloudy primary road
test_1295,partly_cloudy primary
test_1296,clear agriculture habitation primary road
test_1297,primary haze
test_1298,clear primary
test_1299,clear primary
test_1300,clear agriculture habitation primary road
test_1301,clear primary
test_1302,primary
test_1303,agriculture partly_cloudy primary
test_1304,partly_cloudy primary
test_1305,clear primary
test_1306,agriculture primary
test_1307,agriculture partly_cloudy primary road
test_1308,clear primary
test_1309,clear agriculture primary
test_1310,clear primary
test_1311,clear agriculture primary
test_1312,partly_cloudy primary
test_1313,agriculture habitation primary road
test_1314,clear agriculture habitation primary road
test_1315,clear agriculture primary road
test_1316,clear primary
test_1317,clear primary
test_1318,clear cultivation agriculture primary
test_1319,clear primary
test_1320,clear primary
test_1321,clear primary
test_1322,clear primary
test_1323,partly_cloudy primary
test_1324,clear primary
test_1325,clear primary
test_1326,clear primary
test_1327,primary haze
test_1328,clear agriculture primary
test_1329,clear agriculture primary
test_1330,clear primary
test_1331,partly_cloudy primary
test_1332,clear primary
test_1333,clear primary
test_1334,partly_cloudy primary
test_1335,clear agriculture habitation primary road
test_1336,agriculture partly_cloudy primary road
test_1337,clear primary
test_1338,clear agriculture primary road
test_1339,partly_cloudy primary
test_1340,cloudy
test_1341,clear primary
test_1342,water clear primary
test_1343,partly_cloudy primary
test_1344,clear primary
test_1345,clear agriculture primary road
test_1346,water clear primary
test_1347,clear primary
test_1348,clear primary
test_1349,clear primary
test_1350,clear agriculture primary
test_1351,clear primary
test_1352,clear agriculture primary
test_1353,clear agriculture primary
test_1354,agriculture partly_cloudy primary road
test_1355,water clear primary road
test_1356,clear agriculture primary
test_1357,clear primary
test_1358,clear primary
test_1359,clear primary
test_1360,partly_cloudy primary
test_1361,clear agriculture primary road
test_1362,clear primary
test_1363,primary haze
test_1364,partly_cloudy primary
test_1365,primary haze
test_1366,clear cultivation agriculture primary
test_1367,primary
test_1368,water partly_cloudy primary
test_1369,clear habitation primary road
test_1370,clear primary
test_1371,cloudy
test_1372,cloudy
test_1373,partly_cloudy primary
test_1374,clear primary
test_1375,clear agriculture primary road
test_1376,clear agriculture habitation primary road
test_1377,agriculture partly_cloudy primary
test_1378,clear agriculture habitation primary road
test_1379,partly_cloudy primary
test_1380,agriculture primary road
test_1381,clear primary
test_1382,clear agriculture primary
test_1383,water clear primary
test_1384,primary
test_1385,clear primary
test_1386,primary haze
test_1387,clear agriculture primary road
test_1388,clear primary
test_1389,clear primary
test_1390,partly_cloudy primary
test_1391,clear primary
test_1392,clear primary
test_1393,clear agriculture primary road
test_1394,clear primary
test_1395,clear agriculture primary
test_1396,water primary
test_1397,clear primary
test_1398,agriculture partly_cloudy primary
test_1399,clear agriculture habitation primary road
test_1400,clear cultivation primary
test_1401,clear agriculture primary road
test_1402,clear agriculture primary road
test_1403,clear primary
test_1404,partly_cloudy primary
test_1405,clear primary
test_1406,clear agriculture habitation primary road
test_1407,cloudy primary
test_1408,clear primary
test_1409,clear primary
test_1410,clear primary
test_1411,clear primary
test_1412,clear primary
test_1413,partly_cloudy primary
test_1414,clear primary
test_1415,partly_cloudy primary
test_1416,primary haze
test_1417,clear primary
test_1418,clear primary
test_1419,
test_1420,clear primary
test_1421,clear primary
test_1422,clear primary
test_1423,clear agriculture primary
test_1424,clear primary
test_1425,cloudy
test_1426,clear primary
test_1427,water clear primary
test_1428,clear primary
test_1429,clear primary
test_1430,clear primary
test_1431,clear primary
test_1432,clear agriculture primary road
test_1433,clear primary
test_1434,clear habitation primary road
test_1435,clear primary
test_1436,clear agriculture primary road
test_1437,clear primary
test_1438,agriculture partly_cloudy primary
test_1439,clear primary
test_1440,agriculture partly_cloudy primary road
test_1441,clear primary
test_1442,clear agriculture habitation primary road
test_1443,clear agriculture primary road
test_1444,partly_cloudy primary
test_1445,primary haze
test_1446,clear agriculture primary
test_1447,clear primary
test_1448,clear primary
test_1449,clear cultivation primary
test_1450,cloudy
test_1451,partly_cloudy primary
test_1452,clear primary
test_1453,clear primary
test_1454,clear primary
test_1455,partly_cloudy primary
test_1456,clear primary
test_1457,cloudy
test_1458,clear agriculture primary
test_1459,clear primary
test_1460,clear agriculture primary
test_1461,clear agriculture habitation primary road
test_1462,clear primary
test_1463,water artisinal_mine clear primary
test_1464,clear agriculture habitation primary road
test_1465,clear agriculture habitation primary road
test_1466,partly_cloudy primary
test_1467,clear primary
test_1468,clear primary
test_1469,partly_cloudy primary
test_1470,agriculture primary road haze
test_1471,clear primary
test_1472,clear primary
test_1473,clear cultivation primary
test_1474,clear primary
test_1475,partly_cloudy primary
test_1476,water primary
test_1477,agriculture partly_cloudy primary road
test_1478,water artisinal_mine clear primary road
test_1479,clear primary
test_1480,primary haze
test_1481,partly_cloudy primary road
test_1482,water clear primary
test_1483,clear agriculture primary road
test_1484,clear primary
test_1485,clear primary
test_1486,partly_cloudy primary
test_1487,water agriculture primary haze
test_1488,partly_cloudy primary
test_1489,clear agriculture primary road
test_1490,clear cultivation primary
test_1491,clear agriculture primary road
test_1492,clear primary
test_1493,clear agriculture primary
test_1494,clear agriculture primary road
test_1495,clear agriculture primary road
test_1496,clear agriculture primary road
test_1497,clear agriculture habitation primary road
test_1498,agriculture partly_cloudy primary
test_1499,partly_cloudy primary
test_1500,clear primary
test_1501,water clear agriculture primary
test_1502,clear primary
test_1503,clear primary
test_1504,clear primary
test_1505,agriculture partly_cloudy primary
test_1506,clear primary
test_1507,clear primary
test_1508,clear primary
test_1509,clear agriculture primary road
test_1510,clear primary
test_1511,partly_cloudy primary
test_1512,cloudy
test_1513,clear primary
test_1514,agriculture primary
test_1515,water clear primary
test_1516,clear primary
test_1517,primary
test_1518,clear primary
test_1519,cloudy
test_1520,clear primary
test_1521,clear agriculture habitation primary road
test_1522,clear primary
test_1523,partly_cloudy primary
test_1524,clear primary
test_1525,partly_cloudy primary
test_1526,clear primary
test_1527,clear agriculture primary road
test_1528,clear primary
test_1529,clear agriculture primary road
test_1530,clear primary
test_1531,partly_cloudy primary
test_1532,clear primary
test_1533,cloudy
test_1534,clear agriculture primary road
test_1535,cloudy
test_1536,cloudy
